Model: YOLOv8m
Path: PAH3_C1_P4_V1_HB_2
Video: ../../../Gun_Action_Recognition_Dataset/Handgun/PAH3_C1_P4_V1_HB_2/video.mp4
Frame: 51, Class: Handgun, Confidence: 0.69
Frame: 52, Class: Handgun, Confidence: 0.75
Frame: 53, Class: Handgun, Confidence: 0.76
Frame: 54, Class: Handgun, Confidence: 0.78
Frame: 55, Class: Handgun, Confidence: 0.78
Frame: 56, Class: Handgun, Confidence: 0.78
Frame: 57, Class: Handgun, Confidence: 0.79
Frame: 58, Class: Handgun, Confidence: 0.77
Frame: 59, Class: Handgun, Confidence: 0.77
Frame: 60, Class: Handgun, Confidence: 0.78
Frame: 61, Class: Handgun, Confidence: 0.77
Frame: 62, Class: Handgun, Confidence: 0.78
Frame: 63, Class: Handgun, Confidence: 0.78
Frame: 64, Class: Handgun, Confidence: 0.78
Frame: 65, Class: Handgun, Confidence: 0.77
Frame: 66, Class: Handgun, Confidence: 0.79
Frame: 67, Class: Handgun, Confidence: 0.80
Frame: 68, Class: Handgun, Confidence: 0.78
Frame: 69, Class: Handgun, Confidence: 0.78
Frame: 70, Class: Handgun, Confidence: 0.79
Frame: 71, Class: Handgun, Confidence: 0.79
Frame: 72, Class: Handgun, Confidence: 0.78
Frame: 73, Class: Handgun, Confidence: 0.78
Frame: 74, Class: Handgun, Confidence: 0.78
Frame: 75, Class: Handgun, Confidence: 0.79
Frame: 76, Class: Handgun, Confidence: 0.78
Frame: 77, Class: Handgun, Confidence: 0.78
Frame: 78, Class: Handgun, Confidence: 0.80
Frame: 79, Class: Handgun, Confidence: 0.79
Frame: 80, Class: Handgun, Confidence: 0.81
Frame: 81, Class: Handgun, Confidence: 0.79
Frame: 82, Class: Handgun, Confidence: 0.80
Frame: 83, Class: Handgun, Confidence: 0.80
Frame: 84, Class: Handgun, Confidence: 0.78
Frame: 85, Class: Handgun, Confidence: 0.80
Frame: 86, Class: Handgun, Confidence: 0.79
Frame: 87, Class: Handgun, Confidence: 0.79
Frame: 88, Class: Handgun, Confidence: 0.80
Frame: 89, Class: Handgun, Confidence: 0.81
Frame: 90, Class: Handgun, Confidence: 0.81
Frame: 91, Class: Handgun, Confidence: 0.81
Frame: 92, Class: Handgun, Confidence: 0.80
Frame: 93, Class: Handgun, Confidence: 0.81
Frame: 94, Class: Handgun, Confidence: 0.80
Frame: 95, Class: Handgun, Confidence: 0.80
Frame: 96, Class: Handgun, Confidence: 0.80
Frame: 97, Class: Handgun, Confidence: 0.80
Frame: 98, Class: Handgun, Confidence: 0.80
Frame: 99, Class: Handgun, Confidence: 0.81
Frame: 100, Class: Handgun, Confidence: 0.80
Frame: 101, Class: Handgun, Confidence: 0.78
Frame: 102, Class: Handgun, Confidence: 0.77
Frame: 103, Class: Handgun, Confidence: 0.77
Frame: 104, Class: Handgun, Confidence: 0.77
Frame: 105, Class: Handgun, Confidence: 0.76
Frame: 106, Class: Handgun, Confidence: 0.77
Frame: 107, Class: Handgun, Confidence: 0.78
Frame: 108, Class: Handgun, Confidence: 0.77
Frame: 109, Class: Handgun, Confidence: 0.76
Frame: 110, Class: Handgun, Confidence: 0.78
Frame: 111, Class: Handgun, Confidence: 0.77
Frame: 112, Class: Handgun, Confidence: 0.76
Frame: 113, Class: Handgun, Confidence: 0.77
Frame: 114, Class: Handgun, Confidence: 0.78
Frame: 115, Class: Handgun, Confidence: 0.81
Frame: 116, Class: Handgun, Confidence: 0.82
Frame: 117, Class: Handgun, Confidence: 0.80
Frame: 118, Class: Handgun, Confidence: 0.80
Frame: 119, Class: Handgun, Confidence: 0.78
Frame: 120, Class: Handgun, Confidence: 0.78
Frame: 121, Class: Handgun, Confidence: 0.78
Frame: 122, Class: Handgun, Confidence: 0.79
Frame: 123, Class: Handgun, Confidence: 0.81
Frame: 124, Class: Handgun, Confidence: 0.81
Frame: 125, Class: Handgun, Confidence: 0.75
Frame: 126, Class: Handgun, Confidence: 0.60
Total detected frames: 76
Class 'Handgun' detected frames: 76

Path: PCW8_C1_P4_V1_HB_4
Video: ../../../Gun_Action_Recognition_Dataset/Machine_Gun/PCW8_C1_P4_V1_HB_4/video.mp4
Frame: 32, Class: Machine_Gun, Confidence: 0.25
Frame: 33, Class: Machine_Gun, Confidence: 0.46
Frame: 34, Class: Machine_Gun, Confidence: 0.61
Frame: 35, Class: Machine_Gun, Confidence: 0.58
Frame: 36, Class: Machine_Gun, Confidence: 0.62
Frame: 37, Class: Machine_Gun, Confidence: 0.56
Frame: 38, Class: Machine_Gun, Confidence: 0.51
Frame: 39, Class: Machine_Gun, Confidence: 0.47
Frame: 40, Class: Machine_Gun, Confidence: 0.39
Frame: 45, Class: Machine_Gun, Confidence: 0.76
Frame: 46, Class: Machine_Gun, Confidence: 0.78
Frame: 47, Class: Machine_Gun, Confidence: 0.73
Frame: 48, Class: Machine_Gun, Confidence: 0.71
Frame: 49, Class: Machine_Gun, Confidence: 0.70
Frame: 50, Class: Machine_Gun, Confidence: 0.65
Frame: 51, Class: Machine_Gun, Confidence: 0.69
Frame: 52, Class: Machine_Gun, Confidence: 0.70
Frame: 53, Class: Machine_Gun, Confidence: 0.70
Frame: 54, Class: Machine_Gun, Confidence: 0.43
Frame: 66, Class: Machine_Gun, Confidence: 0.70
Frame: 67, Class: Machine_Gun, Confidence: 0.66
Frame: 68, Class: Machine_Gun, Confidence: 0.73
Frame: 69, Class: Machine_Gun, Confidence: 0.70
Frame: 75, Class: Machine_Gun, Confidence: 0.81
Frame: 76, Class: Machine_Gun, Confidence: 0.81
Frame: 77, Class: Machine_Gun, Confidence: 0.81
Frame: 78, Class: Machine_Gun, Confidence: 0.82
Frame: 79, Class: Machine_Gun, Confidence: 0.82
Frame: 80, Class: Machine_Gun, Confidence: 0.82
Frame: 81, Class: Machine_Gun, Confidence: 0.80
Frame: 82, Class: Machine_Gun, Confidence: 0.80
Frame: 83, Class: Machine_Gun, Confidence: 0.81
Frame: 84, Class: Machine_Gun, Confidence: 0.81
Frame: 85, Class: Machine_Gun, Confidence: 0.83
Frame: 86, Class: Machine_Gun, Confidence: 0.81
Frame: 87, Class: Machine_Gun, Confidence: 0.83
Frame: 88, Class: Machine_Gun, Confidence: 0.83
Frame: 89, Class: Machine_Gun, Confidence: 0.83
Frame: 90, Class: Machine_Gun, Confidence: 0.83
Frame: 91, Class: Machine_Gun, Confidence: 0.83
Frame: 92, Class: Machine_Gun, Confidence: 0.83
Frame: 93, Class: Machine_Gun, Confidence: 0.83
Frame: 94, Class: Machine_Gun, Confidence: 0.83
Frame: 95, Class: Machine_Gun, Confidence: 0.83
Frame: 96, Class: Machine_Gun, Confidence: 0.84
Frame: 97, Class: Machine_Gun, Confidence: 0.83
Frame: 98, Class: Machine_Gun, Confidence: 0.83
Frame: 99, Class: Machine_Gun, Confidence: 0.83
Frame: 100, Class: Machine_Gun, Confidence: 0.84
Frame: 101, Class: Machine_Gun, Confidence: 0.84
Frame: 102, Class: Machine_Gun, Confidence: 0.84
Frame: 103, Class: Machine_Gun, Confidence: 0.83
Frame: 104, Class: Machine_Gun, Confidence: 0.83
Frame: 105, Class: Machine_Gun, Confidence: 0.83
Frame: 106, Class: Machine_Gun, Confidence: 0.84
Frame: 107, Class: Machine_Gun, Confidence: 0.84
Frame: 108, Class: Machine_Gun, Confidence: 0.84
Frame: 109, Class: Machine_Gun, Confidence: 0.84
Frame: 110, Class: Machine_Gun, Confidence: 0.83
Frame: 111, Class: Machine_Gun, Confidence: 0.83
Frame: 112, Class: Machine_Gun, Confidence: 0.83
Frame: 113, Class: Machine_Gun, Confidence: 0.83
Frame: 114, Class: Machine_Gun, Confidence: 0.84
Frame: 115, Class: Machine_Gun, Confidence: 0.84
Frame: 116, Class: Machine_Gun, Confidence: 0.83
Frame: 117, Class: Machine_Gun, Confidence: 0.84
Frame: 118, Class: Machine_Gun, Confidence: 0.83
Frame: 119, Class: Machine_Gun, Confidence: 0.84
Frame: 120, Class: Machine_Gun, Confidence: 0.79
Frame: 121, Class: Machine_Gun, Confidence: 0.81
Frame: 122, Class: Machine_Gun, Confidence: 0.81
Frame: 123, Class: Machine_Gun, Confidence: 0.82
Frame: 124, Class: Machine_Gun, Confidence: 0.82
Frame: 125, Class: Machine_Gun, Confidence: 0.81
Frame: 126, Class: Machine_Gun, Confidence: 0.78
Frame: 127, Class: Machine_Gun, Confidence: 0.80
Frame: 128, Class: Machine_Gun, Confidence: 0.75
Frame: 129, Class: Machine_Gun, Confidence: 0.76
Frame: 130, Class: Machine_Gun, Confidence: 0.72
Frame: 131, Class: Machine_Gun, Confidence: 0.71
Frame: 132, Class: Machine_Gun, Confidence: 0.65
Frame: 133, Class: Machine_Gun, Confidence: 0.62
Frame: 134, Class: Machine_Gun, Confidence: 0.57
Frame: 135, Class: Machine_Gun, Confidence: 0.53
Frame: 136, Class: Machine_Gun, Confidence: 0.51
